Tile,DMAG_AUTO
KIDS_139.0_-0.5,0.1231647439386954
KIDS_357.6_-34.1,0.1001454261114614
KIDS_32.5_-27.2,0.0877867959628986
KIDS_340.2_-31.2,0.0827077733327707
KIDS_5.9_-32.1,0.1117296508950265
KIDS_32.9_-32.1,0.0800424639908833
KIDS_349.3_-33.1,0.0883234429038347
KIDS_165.0_-1.5,0.1192112828783043
KIDS_195.0_-0.5,0.0826860669367248
KIDS_25.9_-32.1,0.0621662489062903
KIDS_219.6_-3.5,0.1158454838939821
KIDS_357.7_-28.2,0.0834754085034471
KIDS_190.0_1.5,0.1111325466934173
KIDS_156.0_1.5,0.1151072507596125
KIDS_330.3_-33.1,0.1015532556991726
KIDS_0.0_-33.1,0.0845455301837714
KIDS_211.6_3.5,0.0951955945545073
KIDS_132.0_-0.5,0.1582182075624065
KIDS_188.0_-1.5,0.1023860565964607
KIDS_344.1_-29.2,0.0898229628907644
KIDS_163.5_3.5,0.1132415050728238
KIDS_204.0_0.5,0.0595827650031225
KIDS_219.0_-0.5,0.1147358267548973
KIDS_335.8_-30.2,0.0975379454275609
KIDS_215.0_1.5,0.1069806115271944
KIDS_167.5_-2.5,0.0738630533599982
KIDS_26.5_-30.2,0.0854540750559814
KIDS_5.6_-28.2,0.0804439294623549
KIDS_338.7_-27.2,0.1020277515460299
KIDS_203.6_-2.5,0.0818988431186871
KIDS_169.5_-2.5,0.0469610694437461
KIDS_333.5_-30.2,0.0607379900895359
KIDS_134.0_1.5,0.1251516272999122
KIDS_332.4_-34.1,0.0459109682972188
KIDS_189.0_-0.5,0.0932530736831346
KIDS_198.6_2.5,0.1033581338374883
KIDS_342.0_-34.1,0.0742174123842189
KIDS_20.0_-32.1,0.1005621317733493
KIDS_46.7_-26.2,0.0627399514478069
KIDS_206.6_3.5,0.0959530170350911
KIDS_19.1_-27.2,0.0657461674890288
KIDS_13.2_-34.1,0.0813156261556549
KIDS_186.0_0.5,0.1254579843633886
KIDS_218.0_-1.5,0.0951838485008716
KIDS_38.9_-35.1,0.1042045174338457
KIDS_3.5_-31.2,0.1013005272894731
KIDS_133.0_0.5,0.093648844071209
KIDS_33.6_-34.1,0.0824548634494034
KIDS_10.2_-28.2,0.0894968229525581
KIDS_159.4_2.5,0.1249828861683582
KIDS_44.0_-28.2,0.0899976868531962
KIDS_342.4_-32.1,0.1302022915170338
KIDS_51.3_-31.2,0.0985627232633591
KIDS_12.3_-27.2,0.0619909451305398
KIDS_229.0_0.5,0.1000473101893159
KIDS_140.0_1.5,-0.0232837978360483
KIDS_336.4_-27.2,0.096477904777608
KIDS_222.0_0.5,0.1044405273129578
KIDS_189.5_2.5,0.0141996286816202
KIDS_202.6_3.5,0.1218746640005492
KIDS_222.6_-2.5,0.1117285880707752
KIDS_51.6_-27.2,0.0783262823391899
KIDS_235.0_1.5,0.1053549410062834
KIDS_134.0_-1.5,0.1082465125362034
KIDS_34.5_-30.2,0.0946405519292443
KIDS_231.6_2.5,0.1100301914796556
KIDS_203.6_3.5,0.1153684383840372
KIDS_198.6_-3.5,0.1133391076360785
KIDS_230.0_-1.5,0.1097603557019586
KIDS_334.8_-34.1,0.0520019841458723
KIDS_209.6_-2.5,0.1102107900889303
KIDS_20.7_-30.2,0.0569483030454316
KIDS_212.6_3.5,0.1236390125376366
KIDS_195.5_2.5,0.1268842872718065
KIDS_194.0_0.5,0.0968193490668998
KIDS_22.4_-27.2,0.0916792689631768
KIDS_219.6_2.5,0.1020093592384001
KIDS_47.5_-33.1,0.084130802144549
KIDS_352.8_-34.1,0.127653299708325
KIDS_227.0_-1.5,0.0955316195547603
KIDS_170.5_-2.5,0.1350925088129514
KIDS_350.7_-31.2,0.1003700218883959
KIDS_171.5_-3.5,0.1225175259279849
KIDS_41.9_-31.2,0.1105934016992946
KIDS_223.6_-3.5,0.0523224240743023
KIDS_41.8_-28.2,0.1093764983723308
KIDS_355.2_-33.1,0.1301074061019407
KIDS_52.8_-34.1,0.0929228372768209
KIDS_208.0_1.5,-0.2311004344965736
KIDS_337.9_-31.2,0.1013895156948215
KIDS_329.7_-27.2,0.0932002598121877
KIDS_9.0_-28.2,0.0785570654026197
KIDS_337.0_-30.2,0.1419583122525536
KIDS_1.2_-34.1,0.0785776329621852
KIDS_228.0_0.5,0.1063537052425571
KIDS_41.4_-35.1,0.1092841421643485
KIDS_168.5_-2.5,0.1370394821950283
KIDS_349.2_-34.1,0.0953965426297842
KIDS_175.5_3.5,0.0678976176605083
KIDS_20.2_-27.2,0.0924455007863273
KIDS_201.0_-0.5,0.0952813954039403
KIDS_8.5_-35.1,0.0842751477976576
KIDS_21.9_-30.2,0.1717350814126894
KIDS_220.6_-2.5,0.1265514428931183
KIDS_187.5_-3.5,0.1223155029069618
KIDS_181.0_-0.5,0.0991250784533872
KIDS_178.5_3.5,0.0993235476226727
KIDS_25.8_-27.2,0.0429961305900847
KIDS_17.6_-32.1,0.105521961951307
KIDS_352.1_-28.2,0.0693638759949278
KIDS_31.6_-28.2,0.0413022096697074
KIDS_41.2_-32.1,0.1107110172865821
KIDS_161.4_-2.5,0.10374382414454
KIDS_177.5_3.5,0.1173098079923457
KIDS_357.6_-33.1,0.0916466605706047
KIDS_215.0_-0.5,0.103468815805903
KIDS_220.0_-0.5,0.1210908098355069
KIDS_192.5_2.5,0.0949182699544272
KIDS_164.5_2.5,0.2390205643389558
KIDS_351.8_-31.2,0.1405201070340654
KIDS_234.0_1.5,0.0786403346461553
KIDS_36.5_-29.2,0.0626965096180705
KIDS_219.6_3.5,0.0958597606430206
KIDS_343.9_-30.2,0.0967268449955909
KIDS_30.8_-29.2,0.0629163188762851
KIDS_238.0_-1.5,0.0796430029271731
KIDS_190.5_-3.5,0.1208780681719426
KIDS_29.1_-31.2,0.0810045012318368
KIDS_171.0_0.5,0.0871416885564146
KIDS_173.5_3.5,0.1220088466475408
KIDS_341.2_-32.1,0.0863580072908407
KIDS_204.0_-0.5,0.0723516663646527
KIDS_20.4_-34.1,0.0907048060699234
KIDS_138.4_2.5,0.1108930532764212
KIDS_211.0_-1.5,0.119357707226222
KIDS_179.5_3.5,0.1163985603227886
KIDS_40.4_-33.1,0.0616889960432815
KIDS_49.3_-27.2,0.0770633439303256
KIDS_189.0_1.5,0.0955519177471493
KIDS_7.9_-28.2,0.0825412927295419
KIDS_217.6_-2.5,0.1134266860143452
KIDS_23.1_-35.1,0.0758018993890793
KIDS_15.3_-32.1,0.1028229526767748
KIDS_340.8_-28.2,0.1153103636489573
